REFCODES,HOMO-LUMO GAP,SMILES
DUYYUS,1.447,COC1=C(C(=O)C(=O)C(=C1OC)C(C)(C)C)C(C)(C)C
DUZGIO01,3.5248,CC1CC2C=C3N(CCCC43C3CC2C4(C1)N(C)C3)C(C)=O
DUZQEV,3.6337,CC1CC2(CCCCC2)N=C2C3(C)C=CC(C4C3C(=O)OC4=O)C12C
DUZQUL,2.9844,CN1C(=O)C2CCCN2C(c2ccccn2)c2ccccc12
DUZRAS,3.4124,CN1C(=O)C2CCCN2C(c2ccccc2)c2ccccc12
DUZSOH,3.5794,CC1=C2C(CCCC3C(=C(C)OC3(c3ccccc3)c3ccccc3)C(=O)OCCOCCOCCOC2=O)C(O1)(c1ccccc1)c1ccccc1
DUZVUQ,1.2041,CCCCCCCCNc1ccc(NCCCCCCCC)c2C(=O)c3ccccc3C(=O)c12
EBAFAQ,3,CC=C(c1ccccc1)C(C)=C(c1ccccc1)C(c1ccccc1)=C(C)C(=CC)c1ccccc1
EBIGUR02,1.7199,CC(C)(C)OC(=O)N1C(=O)C2=C(N(C(=O)OC(C)(C)C)C(=O)C2=C1c1ccccc1)c1ccccc1
EBOPAN,1.9763,COc1ccc(cc1)C=C1N=C(N(c2ccccc2)C1=O)c1ccccc1
EBOVUN,3.5711,CC1CC2CCC3OC(=O)C(=C1)C23O
EBOWAU,3.3646,CC1=CC23C(=O)OC4CCC(C1)C24C12C4CCC1OC(=O)C2=CC3(C)C4
EBUCAH,3.0036,CC(C)NC(=N)c1cccc2ccccc12
ECAPAB,2.534,O=C(N=C1Nc2cccc3cccc(N1)c23)c1ccccc1
ECUJIV,4.3782,COC(=O)C12COC(N1C(=O)C(C)(C2)C(O)=O)C(C)(C)C
EDAHAT,2.7074,CN(C)c1cccc2ccc(c(N(C)C)c12)C(C)(O)c1ccccc1
EDEPIN,3.8919,CC1=NN(C(=C1)C)C(c1ccccc1)(c1ccccc1)c1ccccc1
EDEVEP,3.4087,COc1ccc(cc1OC)C(=O)NN
EDEVIT,4.0737,COC(=O)c1c(OC)cccc1OC
EDITIV,0.9711,CCN(CC)CCN1C(=O)c2ccc3c4cccc5cccc(c6ccc(C1=O)c2c36)c45
EDOSUM,2.9334,CCOC(=O)C(=Cc1ccccc1)N1C(=O)C2CC=CCC2C1=O
EDUFUF,4.0439,C1CN(CCOCCN(CCO1)CC1=Nc2ccccc2N1)CC1=Nc2ccccc2N1
EFATOU,4.1471,FC(F)(F)c1ccc(cc1)C#N
EFAXUE,2.8747,Nc1ccc(cc1C(F)(F)F)N(=O)=O
EFAYAL,2.4653,Nc1ccc(c(c1)C(F)(F)F)N(=O)=O
EFEJEF,2.9506,COc1ccc(cc1)C(=O)C1=CCC2(C)CCC12O
EFEQUC,4.2494,COC(=O)C1(CC(=C)C2C1C1CCC2(C)OC(=O)C1)C(=O)OC
EFEROX,3.3652,CC12CC(=O)C3C(CCC4=CC(NC=O)C(O)C(O)C34C)C1CCC12OCCO1
EFIBIF,1.8977,CCCCCCCC(=O)Oc1ccccc1C(=O)C1=CNc2ccccc2N=CC(=CNc2ccccc2N=C1)C(=O)c1ccccc1OC(=O)CCCCCCC
EFUYUA,2.2871,COC(=O)C(CC1(O)c2ccccc2N=C1c1ccccc1)N1C(=O)c2ccccc2C1=O
EGAGAV,2.9065,CCOC(=O)C1(NC(C(C1c1ccccc1)N(=O)=O)c1ccccc1)C(=O)OCC
EGANAC,3.6777,O=C1CCCC2CC3=C(C4CCN1C24)c1ccccc1N3
EGEPIQ,3.2495,C1OC2CC1Oc1nc3ccccc3cc21
EGIHUX,4.8341,CC1CCC2C(C)C3CC(CO)C(C)C3C(=O)N2C1
EGONOE,2.9684,O=C1OCC23C1=CC1CC42C=CC2=C(C(OC2=O)C2=COC=C2)C34C1
EGOSOK,3.2406,Clc1nc2ccccc2nc1Cl
EGOVIF,2.0605,C1CN2CCCc3cc(C=NN=Cc4cc5CCCN6CCCc(c4)c56)cc(C1)c23
EGUQED,1.6551,c1ccc2c(c1)c1ccccc1C2=CC#CC=C1c2ccccc2c2ccccc12
EHETOC,2.3263,Nc1c(N)c(Br)c(C#N)c(C#N)c1Br
EHEVUJ,3.6502,CC(C1NC(=O)c2ccccc2O1)c1ccccc1
EHIDOP,3.6732,COCC1C(C(O)c2ccccc2)C2C=CC1(COC)N1N2C(=O)N(C1=O)c1ccccc1
EHIJIP,2.3985,CC(C)CCN(NC(=O)c1cnccn1)C(C1CCCCC1)C(=O)NCc1ccccc1
EHIPOB,3.943,CC1CCC(C(C)C)C(C1)OC(=O)OC1C(OCc2ccccc2)C(OCc2ccccc2)C(OCc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1
EHIQOC,3.1773,NC1=NN2C(=O)NC(=NC2=N1)CCc1ccccc1
EHOLES,3.3092,COC(=O)C12CCC(CC1C=Cc1ccccc1)N2C(=O)c1ccccc1
EHOLOC,3.2628,CC1CCC2=C(NC(=O)Cc3ccc(cc3)c3ccccc3)N(N=C12)C(=O)OC(C)(C)C
EJAKIK,2.9317,CC1C(N=Cc2ccccc2O)c2ccccc2OC1(C)N=Cc1ccccc1O
EJAXUJ,2.9334,COC(=O)C1=C2Nc3ccccc3C32CCN2CC(C1CC32)C(C)=O
EJEVOE,3.645,Oc1ccc(cc1)C(c1ccc(O)cc1)c1ccc(O)cc1
EJIFEJ,2.7574,COc1ccc(cc1)N=C(N)c1ccccc1
EJIJAJ,2.1105,C1CN(CCO1)Cc1ccc(cc1)C=C1C=CC=C1
EJITOH,4.7389,OCN1N=C2CCCCCCC2=N1
EKENUD,3.8158,Cc1ccc(Cl)c(O)c1
EKOROM,2.058,CCOc1cccc(C=Nc2ccc3C(=CC(=O)Oc3c2)C)c1O
EKUQAC,3.5263,S1C(Sc2ccccc12)=C(C#Cc1ccccn1)C#Cc1ccccn1
ELOJAR,3.3643,Cc1cc(C)c(C#N)c(OCCCOc2nc(C)cc(C)c2C#N)n1
ELUDOF,2.3407,COc1ccc(cc1)C=C(C(=O)c1ccccc1)N(=O)=O
ELUSOU,3.2047,COC(=O)C1(CC(N2Cc3ccccc3c3ccccc3C12)c1ccc(OC)cc1)C(=O)OC
EMACEB,2.9415,CC(C)C12OC(C)(C=C1)C(=C)C(=O)C2O
EMITEA,4.2859,COC(=O)C1CC(O)CN1C(C)=O
EMOBIS,2.9239,Cc1ccc2Oc3c(Cc2c1)ccc1ccccc31
EMUBAQ,3.3966,CC(C)(C)C1=C(C2CCCN(C2)C(=O)OCc2ccccc2)c2ccccc2N1
EMUPAE,4.801,OCC1(O)OC(=O)C2C=CC3C(O)OC1C23
EMUPEI,4.7823,COC1(CO)OC(=O)C2C=CC3C(O)OC1C23
EMUPIM,3.9042,COc1cccc2C(O)C3(C)CC(C(=O)O3)c12
EMUREK,3.4772,O=C1NC2(CCCCC2)C2=NN=NN2c2ccccc12
EMUXIU,3.6551,CC(C)(C)OC(=O)N1Cc2ccccc2c2ccccc2C1c1ccccc1
ENALOU,3.6555,Nc1ccc(Cc2ccc(O)cc2)cc1
ENALOU01,3.6561,Nc1ccc(Cc2ccc(O)cc2)cc1
ENAMAH,3.647,Nc1ccc(CCCc2ccc(O)cc2)cc1
ENELAK,3.0857,OC1CC(N2C(=O)c3ccccc3C2=O)C(=O)NC1=O
ENILES,4.0601,C(ONC12c3ccccc3C(c3ccccc13)c1ccccc21)c1ccccc1
ENILIW,4.0516,CCONC12c3ccccc3C(c3ccccc13)c1ccccc21
ENIMOD,3.8439,CCN(OC)C12c3ccccc3C(c3ccccc13)c1c(C)ccc(C)c21
ENIVUS,3.7512,Clc1cc(Cl)c(I)c(Cl)c1
ENUHIF,2.3384,O=C(C=Cc1cccc(c1)N(=O)=O)C1=Nc2ccccc2N1
EPASEU,2.5711,COc1cc(CO)c(cc1OC)C1=CC(=O)Oc2cc(OC)c(OC)c(OC)c12
EPAXEZ,3.6859,COC(=O)C1(C)CCCC2(C)C1CCC13CC4C(CC21)C1C(CCC(=O)C31)OC4(C)C
EPIRIF,1.8772,CN(C)c1ccc(cc1)C1=CC(C#N)(C#N)C(=C(c2ccc(cc2)N(C)C)C1(C#N)C#N)C#N
EPOMIG,2.5798,CN1C(=O)Cc2ccccc2C1=Nc1c(C)cccc1C
EQANIU,3.631,CN1CCc2ccc(O)c3OC4CC(O)C=CC4(CC1)c23
EQASEV,2.6545,CN1C=C(c2ccc3ccccc3n2)c2ccccc12
EQAYOL,2.3361,COC(=O)CC(C(=O)OC)=C(C(=O)OC)C1=C(C(=O)OC)C(=C2N(CCOC2=O)C1=O)C(=O)OC
EQICEN,2.0875,CN1C=CN=C1c1nc2ccccc2nc1C1=NC=CN1C
EQIXOS,2.8615,CON(OC)C(=O)Nc1ccc(cc1)N(=O)=O
EQUTAM,3.5802,COc1ccc2C(=O)N3CCOC(C3c2c1OC)c1ccccc1
ERARIZ01,3.7158,CC1CCC(C(C)C)C(C1)NC(=O)c1ccccc1
ERATUM,2.4107,CC1=NN(C(C1)c1ccccc1)C1=NC(=O)CS1
ERIWEI,3.2085,COC12OC(=NC1(Cc1ccccc1)C1(O2)C(=O)N(C)C(=O)c2ccccc12)C
ERIWIM,2.2719,Oc1ccccc1C(=O)C=Cc1ccc(OCc2ccccc2)cc1
ERIXUY,3.3596,Oc1c(Br)cc(Br)c(O)c1Br
ERIZEL,3.1515,Oc1ccc(C=[NH+]C(Cc2ccccc2)C(=O)[O-])c(O)c1
EROBET,3.2616,COC12OC(=NC1(C)C1(O2)C(=O)N(C)C(=O)c2ccccc12)C
EROPOR,2.7031,CCOC(=O)C1=C(C)NC(=C(C1C1=C(NN=C1)c1ccc(OC)cc1)C(=O)OCC)C
EROTUB,2.0929,COc1ccc(cc1OC)C1C2=C(CCCC2=O)OC2=C1C(=O)CCC2
EROYAM,3.3578,CCOC(=O)C1CCC2=C(C1=O)c1ccccc1N2
ESIHUK,2.3305,OC(C1=CC=CO1)=C1C=CC=C1C(=O)C1=CC=CO1
ESOTOW,4.0484,CCOC(=O)C1C(C2CC(CC2C(=C)C1=C)(C(=O)OCC)C(=O)OCC)C(=O)OC
ESTILO03,3.8928,CCC(c1ccc(O)cc1)=C(CC)c1ccc(O)cc1
ESTRON14,3.6775,CC12CCC3C(CCc4cc(O)ccc34)C1CCC2=O
ESUHEG,4.7599,CC1CCC2CCC(O)CC(Cc3ccccc3)C12O
ESUQOZ,3.2119,CCC1ON(C2CC(CCC12)C(CC#C)(C#N)C#N)c1ccccc1
ESUQUF,3.7781,CCCC1CC2C(CC1(C#N)C#N)C(=O)N2c1ccccc1
ETADUZ,2.7527,COC(=O)C1(CC(=O)c2c(O)cccc2O1)C1OC(=O)CC1C
ETAGEM,2.6639,CCOC1CC2ON1c1cc(C)ccc1C2=O
ETAGIQ,1.794,CC(C)(C)c1ccc2C(=O)C(Nc2c1)=CC(=O)c1ccc(cc1N(=O)=O)C(C)(C)C
ETEXEG,3.0306,CC1=C(C)c2cccc(O)c2C(=O)O1
ETEYAD,5.0261,COC1OCC(OC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)C1O
ETIQOO,3.753,C1CCC(CC1)N1C=C(N=N1)c1ccccn1
ETITOQ,1.8851,COc1ccc(cc1)N=C1c2ccccc2c2ccccc12
ETIWIO,2.7997,C=CN1C=CN=C1C(=O)C1=NC=CN1C=C
ETOJUS02,2.9322,Nc1ccc(I)c(c1)N(=O)=O
ETUDAA,2.3308,Clc1ccc2nc3C(=O)CCCc3c(c3ccccc3Cl)c2c1
ETUDEE,2.3332,Fc1ccccc1c1c2CCCC(=O)c2nc2ccc(Cl)cc12
EVACEK,3.771,Cc1c(C)c2OC(=O)CCc2c(C)c1O
EVADOV,2.2422,CC(C(C)=O)C1(O)C(=O)c2ccccc2C1=O
EVAJER,2.49,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc23)CC1
EVAKUI,2.9903,CC1=C(Nc2ccccc12)c1ccc(F)cc1
EVAMUJ,3.5298,CC(O)C1OC(=O)C=C2C3(C)CC4OC4C4(C)C3C(OC4=O)C3OC123
EVATIF,3.0725,Fc1c(F)c(c(F)c(F)c1Br)N(=O)=O
EVEDOY,3.5292,C1CCN2N=NC3C4CC(C5CCCCN5C4)C23OC1
EVELOH,2.2293,COc1ccc(cc1)C=Nc1ccc(cc1C)c1ccc(N=Cc2ccc(OC)cc2)c(C)c1
EVEMEY,3.0455,Cc1ccc(cc1)C1=NN=C(O1)c1ccccc1
EVEPAX,2.3589,Nc1ccc(cc1)C(=O)C=Cc1cccnc1
EVEWOS,2.6625,COc1ccc2Nc3cc(OC)c(C=O)cc3c2c1
EVEXAE,2.2883,COc1ccc(cc1)C(=O)C=C(O)c1cccc(c1)N(=O)=O
EVICOC,5.4782,NCCCCCO
EVILIF,3.2447,COC(=O)C(CC(C)C)(NC(C)=O)C1(O)C(=O)N(C)C(=O)c2ccccc12
EVOBEK,3.744,CC(=O)C(=NNc1ccccc1)N1CCCCC1
EVOHAZ,2.5039,C1Cc2ccccc2C2N1c1ccccc1CN(N2c1ccccc1)c1ccccc1
EVOVOB,3.1816,CC1=NN=C(N)N1N
EVUDAB01,4.6478,c1cc(ccn1)C=Cc1ccncc1
EVUSIX,3.0146,COC(=O)C1(C)CCCC(C)(C1=O)c1cc(C)ccc1OC
EWADIP,3.4173,CCC(CC)(CC)C(=O)N1C=CC2(Cc3ccccc3)C1CC=CN(C2=O)C(C)(C)C
EWADUB,3.5298,COC(=O)N1CC(C(CC(=O)OC(C)(C)C)C1C#N)C(C)=C
EWEHEU,4.8294,COc1cccc2C(=O)OC(C(C)C)C(O)c12
EWEHOE,3.5365,COc1cccc2C(O)C(OC(=O)c12)C(C)C
EWEHUK,3.4923,CC(C)C1OC(=O)c2c(OCc3ccccc3)cccc2C1O
EWEJAS,3.4827,CC(=O)OC1CC(O)C2(C)C=CC(OC(C)=O)C(C)(O)C2C(OC(C)=O)C23OC2(C)C(=O)OC3C=C1C
EWERUU,4.4226,CN(C)C1C2CC=CC(=C2C(=O)C2=C1ON=C2OCc1ccccc1)O
EWIJIE,2.5244,COc1cccc2ccc(O)c(C(=O)N(C(C)C)C(C)C)c12
EWILOL,2.871,Cc1cccc(n1)N1OC2CCC1C(=C2)C
EWIYAK,3.1103,NC1=C2N=CN=C2N(Cc2ccccc2)C=N1
EWODEA,3.255,COc1ccc(cc1)C1=C(C#N)C(=O)NC2=C1CCc1ccccc21
EXIHID,2.2742,O=C1NC2=C(CCc3ccccc23)C(=C1C#N)c1ccc2OCOc2c1
EXIHOJ,2.1099,Cc1ccc(N=Cc2cccc3ccccc23)c(O)c1
EXIPIL,2.0763,CC1=C(C#N)c2ccccc2N1c1ccc(Br)cc1
EXIPUX,3.196,CCCCCCCCC1C2Cc3c(O)cc(C(O)=O)c4CC(=O)C1C2c34
EYIGID,2.8968,CCOC(=O)c1ncc2Nc3ccc(OCc4ccccc4)cc3c2c1COC
EYOFUT,2.8034,C1CC2(Cc3ccccc3C2)C(OC2c3ccccc3CCC32Cc2ccccc2C3)c2ccccc12
EZANEZ,4.2631,COC1=NC2C3C(C(=O)N(C3=O)c3ccccc3)C31COC(N3C2=O)C(C)(C)C
EZAYOU,3.6077,COc1ccc2CC3N(CCC4(C5C6OC34CCC5(O)N(Cc3ccccc3)C6=O)c2c1O)CC1CC1
EZEGOG,3.4884,Cc1cc(O)c(cc1c1cccc2cccc(c3cc(c(O)cc3C)c3ccccc3)c12)c1ccccc1
EZEKEA,2.761,CC=C(C)C(=O)OC1C(OC(C)=O)C(C)(O)C(=O)CC=C(C)CC2OC(=O)C(=C)C12
EZIREL,3.5206,CC1C(O)C2(O)OCC34C(CC5C(=CC(=O)C(O)C5(C)C23)C)OC(=O)C(O)C14O
EZISUC,2.5368,COC(=O)C1(CC(=O)c2c(O)cc(C)c(c2O1)c1c(C)cc(O)c2C(=O)CC(Oc12)(C1CCC(=O)O1)C(=O)OC)C1CCC(=O)O1
EZUGOW,2.5906,c1ccc2c(c1)nc1ccccc1c2c1cccc(n1)c1cc(ncn1)c1cccc(n1)c1c2ccccc2nc2ccccc12
EZUHUC,2.1649,COc1ccc2C(=O)c3c(O)c(OC)c(OC)c(OC)c3Oc2c1
EZUKEQ,2.4708,CC(C)(C#N)N1C(COc2ccccc12)=C(c1ccccc1)c1ccccc1
EZUTIC,2.5118,Fc1ccccc1
FACFAQ,4.7106,Fc1ccccc1F
FACFOE,4.6587,Fc1ccc(Cl)cc1
FACPAA01,3.8385,Fc1ccc(Br)cc1
FACQAB01,2.2485,Fc1ccc(I)cc1
FACQEF01,1.2667,COc1ccccc1C1C(C)c2ccccc2N2C1Cc1ccccc21
FACVIQ,3.0938,OC1CCN2C(=O)CCC32CCCCC13
FACZIU,5.0487,CCCCCCC1CC(O)C2CCCCC32CCC(=O)N13
FACZOA,4.8464,Fc1cc(cc(c1)c1cc(cc(c1)c1ccncc1)c1ccncc1)c1cc(cc(c1)c1ccncc1)c1ccncc1
FAJFEE,1.4105,Oc1ccc(Cl)c2cccnc12
FAMDIG02,2.6031,CC1(C)OCC(C2CC(O)C(O)C(=O)O2)N1C(=O)OCc1ccccc1
FANTAQ,4.3971,Nc1ccc(Oc2ccc(cc2)C#C)cc1
FANYAV,3.5539,CN1C(=O)C2C3C(Cc4cccc1c24)C(C)(C)N1C3C(=O)C(=C(C)O)C1=O
FARXAY,2.8334,COc1ccc(COC2CCCC3(O)C4C(=O)CCC4(C)CCC23C)cc1
FAVBUA,3.2616,COc1ccc(COCCC(OC(=O)C23CCC(C)(C(=O)O2)C3(C)C)C(C)C=C)cc1
FAXQUR,3.8667,FC(F)(F)c1cc2N=C3C=CC=CN3c2c(c1)N(=O)=O
FAXVIJ,2.0311,CCN(CC)Cc1c2ccccc2cc2ccccc12
FAXVIK,2.246,c1ccc(nc1)C1=C2C=CC=C3N2C(=C1)c1ccccc31
FAZJEW,2.3477,CC(C)(C)C1CC2C3C(CC4C(=O)C3C1CC24O)C(C)(C)C
FECWEQ,3.7269,Clc1c2cc3ccccc3cc2c(Cl)c2cc3ccccc3cc12
FECZOE01,1.0546,O=C1N(c2cccnc2)C(=O)c2ccc3c4ccc5C(=O)N(c6cccnc6)C(=O)c6ccc(c7ccc1c2c37)c4c56
FEDPEK,1.4761,O=C1N(c2ccncc2)C(=O)c2ccc3c4ccc5C(=O)N(c6ccncc6)C(=O)c6ccc(c7ccc1c2c37)c4c56
FEDPOU,1.4704,OC1CCC2(CC1)C=CCC2Cc1ccc(O)cc1
FEGFAZ01,4.1045,CCOC(=O)C1C2c3c(OC1(C)Oc1ccc4ccccc4c21)ccc1ccccc31
FEGNEL,2.9015,FC(F)(F)c1ccc(cc1)C1OC(=O)CC1c1ccccc1
FEHQEP,4.3139,CC1=C(Cl)C(=O)CC(O1)c1ccc2ccccc2c1
FERHER,3.17,CC(C)(C)C1=CC(=O)CC(O1)c1ccc(Cl)cc1
FERHIV,3.0954,CC(C)(C)C=Cc1c(C=CC(C)(C)C)c(C=CC(C)(C)C)c2c(C=CC(C)(C)C)c(C=CC(C)(C)C)c(C=CC(C)(C)C)c(C=CC(C)(C)C)c2c1C=CC(C)(C)C
FEWHIZ,2.406,Brc1ccc2nc(cc(c3ccccc3)c2c1)c1ccccc1
FEYMAZ01,2.8357,CC(C=C(C)C(NC(=O)OCc1ccccc1)c1ccccc1)C(=O)Nc1ccc2ccccc2c1
FEZQIL,3.1323,CC(C)C1CCC2(C)C(O)CCC(C)(O)C2C1O
FIFRIV01,5.5985,COc1ccc(cc1OC)C1OOC(C2C1C(=O)C(C)(C)C2=O)c1ccc(OC)c(OC)c1
FIQVUX,2.6698,CCOC(=O)C1(C)Oc2ccccc2C(=C1C(=O)OC)c1ccc(OC)cc1
FIVVUC,2.6209,BrC(Br)c1ccc(cc1)C(Br)Br
FIXBAR,3.5682,COC12C3CC4CC5C(CCCC5=O)C14C=CC23
FIXVIS,3.7554,Oc1cccc2cc3c(F)c(F)c(Br)c(F)c3nc12
FIYDUN,1.7518,O=C(C(=O)C1=CC=CO1)C1=CC=CO1
FIYVUE01,1.9333,CC(=O)N1CCC(C1C#N)C(=C)CO
FIZPUA,4.7145,COC1OC(C)C(OCc2ccccc2)C2OC(C)(C)OC12
FOBXIE,4.3061,Nc1c(F)c(F)c(N#[C])c(F)c1F
FOGFUD,1.2274,COC(=O)C1OC(N=[N+]=[N-])C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
FOGTUR01,4.2431,CN1C=C(c2ccccc12)C1=NC(=O)C(=NN1CC=C)C1=CN(C)c2ccccc12
FOLSUV,2.6388,Cc1cc(C)c(c(C)c1)C1(C)CC(C1)C(=O)CN1CCCCC1
FONDUI,3.3885,C(N1C=CC(=N1)c1ccccn1)c1cc2cc3ccccc3cc2cc1CN1C=CC(=N1)c1ccccn1
FOPFIA,2.3211,[O-]c1ccc2ccccc2c1C=[NH+]c1ccc(cc1)C#N
FOQZER,2.0031,CC(=Nc1ccccc1)c1ccc2ccccc2c1O
FOQZOB,2.4609,Oc1ccc2ccccc2c1CN1N=Nc2ccccc12
FORDIA,3.1421,O=C(N1CC(Oc2ccccc12)C#N)c1ccccc1
FOVCEZ,3.2841,COC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OC
FOVNUA,3.0233,CC1=C(C(=O)OC(C)(C)O1)c1ccc(F)cc1
FOVREO,3.364,CCOC(=O)C1CC(=O)C2=C(C1)c1ccccc1N2
FOVSAL,2.7846,NC1=NC(=O)C(S1)C1(O)C(=O)c2ccccc2C1=O
FOWQOY,4.2856,CC(=O)NC1=NN=NN1N(C(C)=O)C(C)=O
FOWVIX,4.1826,O=C(NNC(=O)c1ccncc1)C1CCCCC1
FOWWUK,2.9829,COC1OC(C)C(N=[N+]=[N-])C(OCc2ccccc2)C1O
FOXCAX,4.0538,O=N(=O)C=Cc1cccc2ccccc12
FOXLIO,2.3071,C1Oc2ccccc2N=NC2=CC=C(N2)N=Nc2ccccc2OCc2cccc1n2
FOXTOC,1.3892,Cc1ccc(c(O)c1)C1(C)CC(=O)Oc2cc(C)ccc12
FOXVIY,4.0382,COc1ccc2OC3(OC)C(O)CC(=O)C=C3Oc2c1
FOYHEH,2.8503,CC(C)(C)NC(Nc1cccc(c1)C(=CCCCC(O)=O)c1cccnc1)=NC#N
FUGQON01,3.1064,Cc1ccc(cc1)C#CC1=C(C)OC(C)(C)OC1=O
FUGSIK,2.709,CC(=O)OC1CC2CC3(C(OC(C)=O)C2=C)C1C12COC3(O)C(=O)C1C(C)(C)CCC2OC(C)=O
FUGZAJ,3.3652,CC1(C)C(=O)N(Cc2ccccc2)C2(CC(=NO2)C2COC3(CCCCC3)O2)C1=O
FUJBOC,3.3245,C(CN1C=C(N=N1)c1ccccn1)CN1C=C(N=N1)c1ccccn1
FUJKOL,3.7448,CN(C)c1cccc2ccc3CC(CN(C)c3c12)(C#N)C#N
FUMCUM,2.6936,CC1(C)CCCC2(C)C1CCC1(C)C(CCCO)C(O)CCC21
FUNCIA01,5.6876,CCCCCCC1CC(O)C2CCCCC(=O)N12
FUPMUZ,4.827,OC1CCN2C1C(CCCC2=O)CC=C
FUPNAG,4.4552,CN1C2NC(=O)N(C2N(C)C1=O)C(C)(C)C(O)=O
FUSFUV,4.5627,Cc1ccc(cc1)C(C#N)N1CCCN1C(=O)c1ccccc1
FUSGAC,3.6359,CC1CCC2C(C)C(OCCC3OC(C)(C)OOC3C(C)=C)OC3OC4(C)CCC1C23OO4
FUVZIG,3.9091,CC1CCC2C(C)C(OCCC3OC4(OOC3C(C)=C)C3CC5CC(C3)CC4C5)OC3OC4(C)CCC1C23OO4
FUVZOM,3.8863,CC(=O)OCC(OC(C)=O)C1CC1=CN1C=Nc2c(N)ncnc12
FUWTOH,3.4804,Clc1cccc2c1cc1c(Cl)cccc1c2C1CCCCC1
FUXDAE,2.1587,Clc1cccc2c1cc1c(Cl)cccc1c2c1ccccc1.ClCCl
FUXDUY,3.8439,O1c2ccc3ccc(Oc4nc(Oc5ccc6ccc(Oc7nc1nc1ccccc71)cc6c5)c1ccccc1n4)cc3c2
FUXXOM,2.9697,CC(=C)C1(C)CC2C(=O)CC(C)(C)CC12C#CC(C)(C)C
FUZKOB,3.585,CC(=C)C1(C)CC2C(=O)CC(C)(C)CC12C#Cc1ccccc1
FUZKUH,3.3525,CC(=O)c1ccc(cc1)N=NN1CCOCC1
FUZLUI,2.6337,OCC1C2OC3OC4OC=CC4C3C12
GACFUN,4.7283,O1C=CC2C1OC1OC=CC21
GACGAU,4.7462,O1C=CC2C1OC1OC3OC4OC=CC4C3C21
GACGIC,4.5742,O1C=CC2C1OC1OC3OC4OC5OC=CC5C4C3C21
GACGOI,4.6673,O1C=CC2C1OC1OC3OC4OC5OC6OC=CC6C5C4C3C21
GACGUO,4.6417,O1C=CC2C1OC1OC3OC4OC5OC6OC=CC6C5C4C3C21
GACHAV,4.7337,O1C=CC2C1OC1OC3OC4OC5OC6OC7OC8OC=CC8C7C6C5C4C3C21
GACHEZ,4.6176,CC(C)NC(=O)C1(CC1(C)C)NC(=O)C1CCCN1C(=O)C(C)(C)C
GADCAQ,4.1721,O=C(NCCN(CCNC(=O)c1ccc(cc1)N(=O)=O)CCNC(=O)c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O
GADGOJ,2.115,COC(=O)C(=O)C(C(=O)OC)=C1CC(C)(C)CN1C
GADHEZ,2.8375,OC(NN1C=NN=C1)c1ccccc1N(=O)=O
GAKVIZ,2.0534,OC(NN1C=NN=C1)c1cccc(c1)N(=O)=O
GAKVOF,2.2877,OC(NN1C=NN=C1)c1ccc(cc1)N(=O)=O
GAKVUL,2.2335,OC(NN1C=NN=C1)c1ccc(cc1N(=O)=O)N(=O)=O
GAKWAS,1.7082,CC1(C)CC(C)(c2ccc(OC(=O)C34CCC(C)(C(=O)O3)C4(C)C)cc2)c2ccccc2O1
GAKZUO,3.4898,Cc1ccc2N=C3N(CCC3(O)C(=O)c2c1)c1ccccc1
GANSUK,2.1082,Cc1ccc2N=C3N(CCC3(O)C(=O)c2c1)c1ccc(Br)cc1
GANTAR,2.1142,COC(=O)c1cc(C)ccc1N=C1CCCN1c1ccccc1
GANTEV,3.0603,N#Cc1ccc(cc1)C1C=C(OC2(CCCCC12)N1CCOCC1)c1ccccc1
GANVEX,2.8228,CCOC(=O)N1CCc2nc(cc(c3ccc(cc3)C#N)c2C1)c1ccccc1
GANVUN,2.9654,CCOC(=O)c1c(C)nc(cc1c1ncccn1)c1ccccc1
GANWAU,2.7689,FC(F)(F)C1=C2C(=O)N(C(=O)C2=C(N1)c1ccccc1)c1ccccc1
GAQYII,2.0413,O=C(Nc1cccnc1)Nc1cccnc1
GASNEU,3.6932,COc1ccc2CCC3C(C)(CCCC3(C)c2c1)C(=O)N1CCOCC1
GAVYUY,4.0176,Clc1ccc(cc1)C1OC21CCc1ccccc1C2=O
GAZROQ,2.8312,O=C1Cc2c1c1C(=O)Cc1c1C(=O)C(=O)c21
GEFBAV,1.643,FC(F)(F)c1ccc(cc1)N1C(=O)c2ccccc2C1=O
GEFZEY,2.7975,CC1=C(C)SC(S1)=C1c2cc(I)ccc2c2ccc(I)cc12
GEGYEX,2.2821,CC=CC1(O)CCC2C3CCC4=C(CCC5(C4)OCCCO5)C3CCC12C
GEHLUB,4.6728,FC(F)(F)c1cccc2C(=O)C(=O)Nc12
GEHSIW,1.9631,O=C1OI2OC(=O)c3cccc1c23
GEHYEZ,3.0566,Oc1ccc(cc1)C1=COc2cc(O)cc(O)c2C1=O
GENIST01,2.7722,CC(=O)c1ccc2OC(C)(C)C=Cc2c1O
GENVAX,2.7312,COC(=O)N1CC2(C(C2c2ccccc2)C1=O)c1ccccc1
